time unit: ns, adc_in_v[11:0], adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], adc_in_i[11:0], adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0], r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0]
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X
1721000,899,0,0,1,1,1,0,0,0,0,0,1,1,921,0,0,1,1,1,0,0,1,1,0,0,1,925,0,0,1,1,1,0,0,1,1,1,0,1,893,0,0,1,1,0,1,1,1,1,1,0,1
1721500,882,0,0,1,1,0,1,1,1,0,0,1,0,956,0,0,1,1,1,0,1,1,1,1,0,0,899,0,0,1,1,1,0,0,0,0,0,1,1,921,0,0,1,1,1,0,0,1,1,0,0,1
1722000,873,0,0,1,1,0,1,1,0,1,0,0,1,998,0,0,1,1,1,1,1,0,0,1,1,0,882,0,0,1,1,0,1,1,1,0,0,1,0,956,0,0,1,1,1,0,1,1,1,1,0,0
1722500,873,0,0,1,1,0,1,1,0,1,0,0,1,1046,0,1,0,0,0,0,0,1,0,1,1,0,873,0,0,1,1,0,1,1,0,1,0,0,1,998,0,0,1,1,1,1,1,0,0,1,1,0
1723000,881,0,0,1,1,0,1,1,1,0,0,0,1,1097,0,1,0,0,0,1,0,0,1,0,0,1,873,0,0,1,1,0,1,1,0,1,0,0,1,1046,0,1,0,0,0,0,0,1,0,1,1,0
1723500,899,0,0,1,1,1,0,0,0,0,0,1,1,1152,0,1,0,0,1,0,0,0,0,0,0,0,881,0,0,1,1,0,1,1,1,0,0,0,1,1097,0,1,0,0,0,1,0,0,1,0,0,1
1724000,924,0,0,1,1,1,0,0,1,1,1,0,0,1209,0,1,0,0,1,0,1,1,1,0,0,1,899,0,0,1,1,1,0,0,0,0,0,1,1,1152,0,1,0,0,1,0,0,0,0,0,0,0
1724500,957,0,0,1,1,1,0,1,1,1,1,0,1,1265,0,1,0,0,1,1,1,1,0,0,0,1,924,0,0,1,1,1,0,0,1,1,1,0,0,1209,0,1,0,0,1,0,1,1,1,0,0,1
1725000,995,0,0,1,1,1,1,1,0,0,0,1,1,1320,0,1,0,1,0,0,1,0,1,0,0,0,957,0,0,1,1,1,0,1,1,1,1,0,1,1265,0,1,0,0,1,1,1,1,0,0,0,1
1725500,1040,0,1,0,0,0,0,0,1,0,0,0,0,1373,0,1,0,1,0,1,0,1,1,1,0,1,995,0,0,1,1,1,1,1,0,0,0,1,1,1320,0,1,0,1,0,0,1,0,1,0,0,0
1726000,1088,0,1,0,0,0,1,0,0,0,0,0,0,1421,0,1,0,1,1,0,0,0,1,1,0,1,1040,0,1,0,0,0,0,0,1,0,0,0,0,1373,0,1,0,1,0,1,0,1,1,1,0,1
1726500,1141,0,1,0,0,0,1,1,1,0,1,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1088,0,1,0,0,0,1,0,0,0,0,0,0,1421,0,1,0,1,1,0,0,0,1,1,0,1
1727000,1196,0,1,0,0,1,0,1,0,1,1,0,0,1501,0,1,0,1,1,1,0,1,1,1,0,1,1141,0,1,0,0,0,1,1,1,0,1,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0
1727500,1252,0,1,0,0,1,1,1,0,0,1,0,0,1532,0,1,0,1,1,1,1,1,1,1,0,0,1196,0,1,0,0,1,0,1,0,1,1,0,0,1501,0,1,0,1,1,1,0,1,1,1,0,1
1728000,1311,0,1,0,1,0,0,0,1,1,1,1,1,1552,0,1,1,0,0,0,0,1,0,0,0,0,1252,0,1,0,0,1,1,1,0,0,1,0,0,1532,0,1,0,1,1,1,1,1,1,1,0,0
1728500,1365,0,1,0,1,0,1,0,1,0,1,0,1,1566,0,1,1,0,0,0,0,1,1,1,1,0,1311,0,1,0,1,0,0,0,1,1,1,1,1,1552,0,1,1,0,0,0,0,1,0,0,0,0
1729000,1416,0,1,0,1,1,0,0,0,1,0,0,0,1570,0,1,1,0,0,0,1,0,0,0,1,0,1365,0,1,0,1,0,1,0,1,0,1,0,1,1566,0,1,1,0,0,0,0,1,1,1,1,0
1729500,1463,0,1,0,1,1,0,1,1,0,1,1,1,1564,0,1,1,0,0,0,0,1,1,1,0,0,1416,0,1,0,1,1,0,0,0,1,0,0,0,1570,0,1,1,0,0,0,1,0,0,0,1,0
1730000,1506,0,1,0,1,1,1,1,0,0,0,1,0,1552,0,1,1,0,0,0,0,1,0,0,0,0,1463,0,1,0,1,1,0,1,1,0,1,1,1,1564,0,1,1,0,0,0,0,1,1,1,0,0
1730500,1540,0,1,1,0,0,0,0,0,0,1,0,0,1530,0,1,0,1,1,1,1,1,1,0,1,0,1506,0,1,0,1,1,1,1,0,0,0,1,0,1552,0,1,1,0,0,0,0,1,0,0,0,0
1731000,1565,0,1,1,0,0,0,0,1,1,1,0,1,1499,0,1,0,1,1,1,0,1,1,0,1,1,1540,0,1,1,0,0,0,0,0,0,1,0,0,1530,0,1,0,1,1,1,1,1,1,0,1,0
1731500,1583,0,1,1,0,0,0,1,0,1,1,1,1,1462,0,1,0,1,1,0,1,1,0,1,1,0,1565,0,1,1,0,0,0,0,1,1,1,0,1,1499,0,1,0,1,1,1,0,1,1,0,1,1
1732000,1593,0,1,1,0,0,0,1,1,1,0,0,1,1418,0,1,0,1,1,0,0,0,1,0,1,0,1583,0,1,1,0,0,0,1,0,1,1,1,1,1462,0,1,0,1,1,0,1,1,0,1,1,0
1732500,1594,0,1,1,0,0,0,1,1,1,0,1,0,1369,0,1,0,1,0,1,0,1,1,0,0,1,1593,0,1,1,0,0,0,1,1,1,0,0,1,1418,0,1,0,1,1,0,0,0,1,0,1,0
1733000,1586,0,1,1,0,0,0,1,1,0,0,1,0,1316,0,1,0,1,0,0,1,0,0,1,0,0,1594,0,1,1,0,0,0,1,1,1,0,1,0,1369,0,1,0,1,0,1,0,1,1,0,0,1
1733500,1568,0,1,1,0,0,0,1,0,0,0,0,0,1260,0,1,0,0,1,1,1,0,1,1,0,0,1586,0,1,1,0,0,0,1,1,0,0,1,0,1316,0,1,0,1,0,0,1,0,0,1,0,0
1734000,1543,0,1,1,0,0,0,0,0,0,1,1,1,1203,0,1,0,0,1,0,1,1,0,0,1,1,1568,0,1,1,0,0,0,1,0,0,0,0,0,1260,0,1,0,0,1,1,1,0,1,1,0,0
1734500,1510,0,1,0,1,1,1,1,0,0,1,1,0,1150,0,1,0,0,0,1,1,1,1,1,1,0,1543,0,1,1,0,0,0,0,0,0,1,1,1,1203,0,1,0,0,1,0,1,1,0,0,1,1
1735000,1470,0,1,0,1,1,0,1,1,1,1,1,0,1095,0,1,0,0,0,1,0,0,0,1,1,1,1510,0,1,0,1,1,1,1,0,0,1,1,0,1150,0,1,0,0,0,1,1,1,1,1,1,0
1735500,1422,0,1,0,1,1,0,0,0,1,1,1,0,1044,0,1,0,0,0,0,0,1,0,1,0,0,1470,0,1,0,1,1,0,1,1,1,1,1,0,1095,0,1,0,0,0,1,0,0,0,1,1,1
1736000,1369,0,1,0,1,0,1,0,1,1,0,0,1,997,0,0,1,1,1,1,1,0,0,1,0,1,1422,0,1,0,1,1,0,0,0,1,1,1,0,1044,0,1,0,0,0,0,0,1,0,1,0,0
1736500,1316,0,1,0,1,0,0,1,0,0,1,0,0,955,0,0,1,1,1,0,1,1,1,0,1,1,1369,0,1,0,1,0,1,0,1,1,0,0,1,997,0,0,1,1,1,1,1,0,0,1,0,1
1737000,1259,0,1,0,0,1,1,1,0,1,0,1,1,919,0,0,1,1,1,0,0,1,0,1,1,1,1316,0,1,0,1,0,0,1,0,0,1,0,0,955,0,0,1,1,1,0,1,1,1,0,1,1
1737500,1203,0,1,0,0,1,0,1,1,0,0,1,1,892,0,0,1,1,0,1,1,1,1,1,0,0,1259,0,1,0,0,1,1,1,0,1,0,1,1,919,0,0,1,1,1,0,0,1,0,1,1,1
1738000,1146,0,1,0,0,0,1,1,1,1,0,1,0,872,0,0,1,1,0,1,1,0,1,0,0,0,1203,0,1,0,0,1,0,1,1,0,0,1,1,892,0,0,1,1,0,1,1,1,1,1,0,0
1738500,1092,0,1,0,0,0,1,0,0,0,1,0,0,860,0,0,1,1,0,1,0,1,1,1,0,0,1146,0,1,0,0,0,1,1,1,1,0,1,0,872,0,0,1,1,0,1,1,0,1,0,0,0
1739000,1043,0,1,0,0,0,0,0,1,0,0,1,1,855,0,0,1,1,0,1,0,1,0,1,1,1,1092,0,1,0,0,0,1,0,0,0,1,0,0,860,0,0,1,1,0,1,0,1,1,1,0,0
1739500,997,0,0,1,1,1,1,1,0,0,1,0,1,859,0,0,1,1,0,1,0,1,1,0,1,1,1043,0,1,0,0,0,0,0,1,0,0,1,1,855,0,0,1,1,0,1,0,1,0,1,1,1
1740000,959,0,0,1,1,1,0,1,1,1,1,1,1,872,0,0,1,1,0,1,1,0,1,0,0,0,997,0,0,1,1,1,1,1,0,0,1,0,1,859,0,0,1,1,0,1,0,1,1,0,1,1
1740500,927,0,0,1,1,1,0,0,1,1,1,1,1,892,0,0,1,1,0,1,1,1,1,1,0,0,959,0,0,1,1,1,0,1,1,1,1,1,1,872,0,0,1,1,0,1,1,0,1,0,0,0
1741000,903,0,0,1,1,1,0,0,0,0,1,1,1,921,0,0,1,1,1,0,0,1,1,0,0,1,927,0,0,1,1,1,0,0,1,1,1,1,1,892,0,0,1,1,0,1,1,1,1,1,0,0
1741500,884,0,0,1,1,0,1,1,1,0,1,0,0,956,0,0,1,1,1,0,1,1,1,1,0,0,903,0,0,1,1,1,0,0,0,0,1,1,1,921,0,0,1,1,1,0,0,1,1,0,0,1
1742000,875,0,0,1,1,0,1,1,0,1,0,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1,884,0,0,1,1,0,1,1,1,0,1,0,0,956,0,0,1,1,1,0,1,1,1,1,0,0
1742500,875,0,0,1,1,0,1,1,0,1,0,1,1,1046,0,1,0,0,0,0,0,1,0,1,1,0,875,0,0,1,1,0,1,1,0,1,0,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1
1743000,882,0,0,1,1,0,1,1,1,0,0,1,0,1096,0,1,0,0,0,1,0,0,1,0,0,0,875,0,0,1,1,0,1,1,0,1,0,1,1,1046,0,1,0,0,0,0,0,1,0,1,1,0
1743500,898,0,0,1,1,1,0,0,0,0,0,1,0,1151,0,1,0,0,0,1,1,1,1,1,1,1,882,0,0,1,1,0,1,1,1,0,0,1,0,1096,0,1,0,0,0,1,0,0,1,0,0,0
1744000,922,0,0,1,1,1,0,0,1,1,0,1,0,1207,0,1,0,0,1,0,1,1,0,1,1,1,898,0,0,1,1,1,0,0,0,0,0,1,0,1151,0,1,0,0,0,1,1,1,1,1,1,1
1744500,955,0,0,1,1,1,0,1,1,1,0,1,1,1263,0,1,0,0,1,1,1,0,1,1,1,1,922,0,0,1,1,1,0,0,1,1,0,1,0,1207,0,1,0,0,1,0,1,1,0,1,1,1
1745000,994,0,0,1,1,1,1,1,0,0,0,1,0,1319,0,1,0,1,0,0,1,0,0,1,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1,1263,0,1,0,0,1,1,1,0,1,1,1,1
1745500,1039,0,1,0,0,0,0,0,0,1,1,1,1,1373,0,1,0,1,0,1,0,1,1,1,0,1,994,0,0,1,1,1,1,1,0,0,0,1,0,1319,0,1,0,1,0,0,1,0,0,1,1,1
1746000,1087,0,1,0,0,0,0,1,1,1,1,1,1,1420,0,1,0,1,1,0,0,0,1,1,0,0,1039,0,1,0,0,0,0,0,0,1,1,1,1,1373,0,1,0,1,0,1,0,1,1,1,0,1
1746500,1139,0,1,0,0,0,1,1,1,0,0,1,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1087,0,1,0,0,0,0,1,1,1,1,1,1,1420,0,1,0,1,1,0,0,0,1,1,0,0
1747000,1195,0,1,0,0,1,0,1,0,1,0,1,1,1500,0,1,0,1,1,1,0,1,1,1,0,0,1139,0,1,0,0,0,1,1,1,0,0,1,1,1464,0,1,0,1,1,0,1,1,1,0,0,0
1747500,1253,0,1,0,0,1,1,1,0,0,1,0,1,1532,0,1,0,1,1,1,1,1,1,1,0,0,1195,0,1,0,0,1,0,1,0,1,0,1,1,1500,0,1,0,1,1,1,0,1,1,1,0,0
1748000,1308,0,1,0,1,0,0,0,1,1,1,0,0,1553,0,1,1,0,0,0,0,1,0,0,0,1,1253,0,1,0,0,1,1,1,0,0,1,0,1,1532,0,1,0,1,1,1,1,1,1,1,0,0
1748500,1364,0,1,0,1,0,1,0,1,0,1,0,0,1567,0,1,1,0,0,0,0,1,1,1,1,1,1308,0,1,0,1,0,0,0,1,1,1,0,0,1553,0,1,1,0,0,0,0,1,0,0,0,1
1749000,1417,0,1,0,1,1,0,0,0,1,0,0,1,1570,0,1,1,0,0,0,1,0,0,0,1,0,1364,0,1,0,1,0,1,0,1,0,1,0,0,1567,0,1,1,0,0,0,0,1,1,1,1,1
1749500,1464,0,1,0,1,1,0,1,1,1,0,0,0,1566,0,1,1,0,0,0,0,1,1,1,1,0,1417,0,1,0,1,1,0,0,0,1,0,0,1,1570,0,1,1,0,0,0,1,0,0,0,1,0
1750000,1505,0,1,0,1,1,1,1,0,0,0,0,1,1553,0,1,1,0,0,0,0,1,0,0,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1566,0,1,1,0,0,0,0,1,1,1,1,0
1750500,1539,0,1,1,0,0,0,0,0,0,0,1,1,1531,0,1,0,1,1,1,1,1,1,0,1,1,1505,0,1,0,1,1,1,1,0,0,0,0,1,1553,0,1,1,0,0,0,0,1,0,0,0,1
1751000,1564,0,1,1,0,0,0,0,1,1,1,0,0,1499,0,1,0,1,1,1,0,1,1,0,1,1,1539,0,1,1,0,0,0,0,0,0,0,1,1,1531,0,1,0,1,1,1,1,1,1,0,1,1
1751500,1582,0,1,1,0,0,0,1,0,1,1,1,0,1463,0,1,0,1,1,0,1,1,0,1,1,1,1564,0,1,1,0,0,0,0,1,1,1,0,0,1499,0,1,0,1,1,1,0,1,1,0,1,1
1752000,1592,0,1,1,0,0,0,1,1,1,0,0,0,1420,0,1,0,1,1,0,0,0,1,1,0,0,1582,0,1,1,0,0,0,1,0,1,1,1,0,1463,0,1,0,1,1,0,1,1,0,1,1,1
1752500,1593,0,1,1,0,0,0,1,1,1,0,0,1,1372,0,1,0,1,0,1,0,1,1,1,0,0,1592,0,1,1,0,0,0,1,1,1,0,0,0,1420,0,1,0,1,1,0,0,0,1,1,0,0
1753000,1585,0,1,1,0,0,0,1,1,0,0,0,1,1319,0,1,0,1,0,0,1,0,0,1,1,1,1593,0,1,1,0,0,0,1,1,1,0,0,1,1372,0,1,0,1,0,1,0,1,1,1,0,0
1753500,1567,0,1,1,0,0,0,0,1,1,1,1,1,1263,0,1,0,0,1,1,1,0,1,1,1,1,1585,0,1,1,0,0,0,1,1,0,0,0,1,1319,0,1,0,1,0,0,1,0,0,1,1,1
1754000,1542,0,1,1,0,0,0,0,0,0,1,1,0,1206,0,1,0,0,1,0,1,1,0,1,1,0,1567,0,1,1,0,0,0,0,1,1,1,1,1,1263,0,1,0,0,1,1,1,0,1,1,1,1
1754500,1507,0,1,0,1,1,1,1,0,0,0,1,1,1150,0,1,0,0,0,1,1,1,1,1,1,0,1542,0,1,1,0,0,0,0,0,0,1,1,0,1206,0,1,0,0,1,0,1,1,0,1,1,0
1755000,1467,0,1,0,1,1,0,1,1,1,0,1,1,1095,0,1,0,0,0,1,0,0,0,1,1,1,1507,0,1,0,1,1,1,1,0,0,0,1,1,1150,0,1,0,0,0,1,1,1,1,1,1,0
1755500,1421,0,1,0,1,1,0,0,0,1,1,0,1,1043,0,1,0,0,0,0,0,1,0,0,1,1,1467,0,1,0,1,1,0,1,1,1,0,1,1,1095,0,1,0,0,0,1,0,0,0,1,1,1
1756000,1370,0,1,0,1,0,1,0,1,1,0,1,0,996,0,0,1,1,1,1,1,0,0,1,0,0,1421,0,1,0,1,1,0,0,0,1,1,0,1,1043,0,1,0,0,0,0,0,1,0,0,1,1
1756500,1317,0,1,0,1,0,0,1,0,0,1,0,1,957,0,0,1,1,1,0,1,1,1,1,0,1,1370,0,1,0,1,0,1,0,1,1,0,1,0,996,0,0,1,1,1,1,1,0,0,1,0,0
1757000,1260,0,1,0,0,1,1,1,0,1,1,0,0,921,0,0,1,1,1,0,0,1,1,0,0,1,1317,0,1,0,1,0,0,1,0,0,1,0,1,957,0,0,1,1,1,0,1,1,1,1,0,1
1757500,1205,0,1,0,0,1,0,1,1,0,1,0,1,892,0,0,1,1,0,1,1,1,1,1,0,0,1260,0,1,0,0,1,1,1,0,1,1,0,0,921,0,0,1,1,1,0,0,1,1,0,0,1
1758000,1149,0,1,0,0,0,1,1,1,1,1,0,1,872,0,0,1,1,0,1,1,0,1,0,0,0,1205,0,1,0,0,1,0,1,1,0,1,0,1,892,0,0,1,1,0,1,1,1,1,1,0,0
1758500,1094,0,1,0,0,0,1,0,0,0,1,1,0,859,0,0,1,1,0,1,0,1,1,0,1,1,1149,0,1,0,0,0,1,1,1,1,1,0,1,872,0,0,1,1,0,1,1,0,1,0,0,0
1759000,1044,0,1,0,0,0,0,0,1,0,1,0,0,854,0,0,1,1,0,1,0,1,0,1,1,0,1094,0,1,0,0,0,1,0,0,0,1,1,0,859,0,0,1,1,0,1,0,1,1,0,1,1
1759500,997,0,0,1,1,1,1,1,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0,1044,0,1,0,0,0,0,0,1,0,1,0,0,854,0,0,1,1,0,1,0,1,0,1,1,0
1760000,961,0,0,1,1,1,1,0,0,0,0,0,1,871,0,0,1,1,0,1,1,0,0,1,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0
1760500,927,0,0,1,1,1,0,0,1,1,1,1,1,892,0,0,1,1,0,1,1,1,1,1,0,0,961,0,0,1,1,1,1,0,0,0,0,0,1,871,0,0,1,1,0,1,1,0,0,1,1,1
1761000,902,0,0,1,1,1,0,0,0,0,1,1,0,920,0,0,1,1,1,0,0,1,1,0,0,0,927,0,0,1,1,1,0,0,1,1,1,1,1,892,0,0,1,1,0,1,1,1,1,1,0,0
1761500,883,0,0,1,1,0,1,1,1,0,0,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1,902,0,0,1,1,1,0,0,0,0,1,1,0,920,0,0,1,1,1,0,0,1,1,0,0,0
1762000,873,0,0,1,1,0,1,1,0,1,0,0,1,998,0,0,1,1,1,1,1,0,0,1,1,0,883,0,0,1,1,0,1,1,1,0,0,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1
1762500,874,0,0,1,1,0,1,1,0,1,0,1,0,1046,0,1,0,0,0,0,0,1,0,1,1,0,873,0,0,1,1,0,1,1,0,1,0,0,1,998,0,0,1,1,1,1,1,0,0,1,1,0
1763000,882,0,0,1,1,0,1,1,1,0,0,1,0,1096,0,1,0,0,0,1,0,0,1,0,0,0,874,0,0,1,1,0,1,1,0,1,0,1,0,1046,0,1,0,0,0,0,0,1,0,1,1,0
1763500,898,0,0,1,1,1,0,0,0,0,0,1,0,1152,0,1,0,0,1,0,0,0,0,0,0,0,882,0,0,1,1,0,1,1,1,0,0,1,0,1096,0,1,0,0,0,1,0,0,1,0,0,0
1764000,923,0,0,1,1,1,0,0,1,1,0,1,1,1208,0,1,0,0,1,0,1,1,1,0,0,0,898,0,0,1,1,1,0,0,0,0,0,1,0,1152,0,1,0,0,1,0,0,0,0,0,0,0
1764500,954,0,0,1,1,1,0,1,1,1,0,1,0,1265,0,1,0,0,1,1,1,1,0,0,0,1,923,0,0,1,1,1,0,0,1,1,0,1,1,1208,0,1,0,0,1,0,1,1,1,0,0,0
1765000,993,0,0,1,1,1,1,1,0,0,0,0,1,1320,0,1,0,1,0,0,1,0,1,0,0,0,954,0,0,1,1,1,0,1,1,1,0,1,0,1265,0,1,0,0,1,1,1,1,0,0,0,1
1765500,1038,0,1,0,0,0,0,0,0,1,1,1,0,1372,0,1,0,1,0,1,0,1,1,1,0,0,993,0,0,1,1,1,1,1,0,0,0,0,1,1320,0,1,0,1,0,0,1,0,1,0,0,0
1766000,1087,0,1,0,0,0,0,1,1,1,1,1,1,1421,0,1,0,1,1,0,0,0,1,1,0,1,1038,0,1,0,0,0,0,0,0,1,1,1,0,1372,0,1,0,1,0,1,0,1,1,1,0,0
1766500,1141,0,1,0,0,0,1,1,1,0,1,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1087,0,1,0,0,0,0,1,1,1,1,1,1,1421,0,1,0,1,1,0,0,0,1,1,0,1
1767000,1198,0,1,0,0,1,0,1,0,1,1,1,0,1501,0,1,0,1,1,1,0,1,1,1,0,1,1141,0,1,0,0,0,1,1,1,0,1,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0
1767500,1254,0,1,0,0,1,1,1,0,0,1,1,0,1532,0,1,0,1,1,1,1,1,1,1,0,0,1198,0,1,0,0,1,0,1,0,1,1,1,0,1501,0,1,0,1,1,1,0,1,1,1,0,1
1768000,1310,0,1,0,1,0,0,0,1,1,1,1,0,1552,0,1,1,0,0,0,0,1,0,0,0,0,1254,0,1,0,0,1,1,1,0,0,1,1,0,1532,0,1,0,1,1,1,1,1,1,1,0,0
1768500,1366,0,1,0,1,0,1,0,1,0,1,1,0,1565,0,1,1,0,0,0,0,1,1,1,0,1,1310,0,1,0,1,0,0,0,1,1,1,1,0,1552,0,1,1,0,0,0,0,1,0,0,0,0
1769000,1418,0,1,0,1,1,0,0,0,1,0,1,0,1571,0,1,1,0,0,0,1,0,0,0,1,1,1366,0,1,0,1,0,1,0,1,0,1,1,0,1565,0,1,1,0,0,0,0,1,1,1,0,1
1769500,1464,0,1,0,1,1,0,1,1,1,0,0,0,1565,0,1,1,0,0,0,0,1,1,1,0,1,1418,0,1,0,1,1,0,0,0,1,0,1,0,1571,0,1,1,0,0,0,1,0,0,0,1,1
1770000,1505,0,1,0,1,1,1,1,0,0,0,0,1,1551,0,1,1,0,0,0,0,0,1,1,1,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1565,0,1,1,0,0,0,0,1,1,1,0,1
1770500,1540,0,1,1,0,0,0,0,0,0,1,0,0,1529,0,1,0,1,1,1,1,1,1,0,0,1,1505,0,1,0,1,1,1,1,0,0,0,0,1,1551,0,1,1,0,0,0,0,0,1,1,1,1
1771000,1565,0,1,1,0,0,0,0,1,1,1,0,1,1500,0,1,0,1,1,1,0,1,1,1,0,0,1540,0,1,1,0,0,0,0,0,0,1,0,0,1529,0,1,0,1,1,1,1,1,1,0,0,1
1771500,1583,0,1,1,0,0,0,1,0,1,1,1,1,1461,0,1,0,1,1,0,1,1,0,1,0,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1500,0,1,0,1,1,1,0,1,1,1,0,0
1772000,1593,0,1,1,0,0,0,1,1,1,0,0,1,1418,0,1,0,1,1,0,0,0,1,0,1,0,1583,0,1,1,0,0,0,1,0,1,1,1,1,1461,0,1,0,1,1,0,1,1,0,1,0,1
1772500,1594,0,1,1,0,0,0,1,1,1,0,1,0,1370,0,1,0,1,0,1,0,1,1,0,1,0,1593,0,1,1,0,0,0,1,1,1,0,0,1,1418,0,1,0,1,1,0,0,0,1,0,1,0
1773000,1584,0,1,1,0,0,0,1,1,0,0,0,0,1318,0,1,0,1,0,0,1,0,0,1,1,0,1594,0,1,1,0,0,0,1,1,1,0,1,0,1370,0,1,0,1,0,1,0,1,1,0,1,0
1773500,1567,0,1,1,0,0,0,0,1,1,1,1,1,1262,0,1,0,0,1,1,1,0,1,1,1,0,1584,0,1,1,0,0,0,1,1,0,0,0,0,1318,0,1,0,1,0,0,1,0,0,1,1,0
1774000,1542,0,1,1,0,0,0,0,0,0,1,1,0,1206,0,1,0,0,1,0,1,1,0,1,1,0,1567,0,1,1,0,0,0,0,1,1,1,1,1,1262,0,1,0,0,1,1,1,0,1,1,1,0
1774500,1509,0,1,0,1,1,1,1,0,0,1,0,1,1149,0,1,0,0,0,1,1,1,1,1,0,1,1542,0,1,1,0,0,0,0,0,0,1,1,0,1206,0,1,0,0,1,0,1,1,0,1,1,0
1775000,1468,0,1,0,1,1,0,1,1,1,1,0,0,1096,0,1,0,0,0,1,0,0,1,0,0,0,1509,0,1,0,1,1,1,1,0,0,1,0,1,1149,0,1,0,0,0,1,1,1,1,1,0,1
1775500,1423,0,1,0,1,1,0,0,0,1,1,1,1,1043,0,1,0,0,0,0,0,1,0,0,1,1,1468,0,1,0,1,1,0,1,1,1,1,0,0,1096,0,1,0,0,0,1,0,0,1,0,0,0
1776000,1370,0,1,0,1,0,1,0,1,1,0,1,0,996,0,0,1,1,1,1,1,0,0,1,0,0,1423,0,1,0,1,1,0,0,0,1,1,1,1,1043,0,1,0,0,0,0,0,1,0,0,1,1
1776500,1315,0,1,0,1,0,0,1,0,0,0,1,1,954,0,0,1,1,1,0,1,1,1,0,1,0,1370,0,1,0,1,0,1,0,1,1,0,1,0,996,0,0,1,1,1,1,1,0,0,1,0,0
1777000,1261,0,1,0,0,1,1,1,0,1,1,0,1,919,0,0,1,1,1,0,0,1,0,1,1,1,1315,0,1,0,1,0,0,1,0,0,0,1,1,954,0,0,1,1,1,0,1,1,1,0,1,0
1777500,1204,0,1,0,0,1,0,1,1,0,1,0,0,892,0,0,1,1,0,1,1,1,1,1,0,0,1261,0,1,0,0,1,1,1,0,1,1,0,1,919,0,0,1,1,1,0,0,1,0,1,1,1
1778000,1147,0,1,0,0,0,1,1,1,1,0,1,1,871,0,0,1,1,0,1,1,0,0,1,1,1,1204,0,1,0,0,1,0,1,1,0,1,0,0,892,0,0,1,1,0,1,1,1,1,1,0,0
1778500,1092,0,1,0,0,0,1,0,0,0,1,0,0,859,0,0,1,1,0,1,0,1,1,0,1,1,1147,0,1,0,0,0,1,1,1,1,0,1,1,871,0,0,1,1,0,1,1,0,0,1,1,1
1779000,1041,0,1,0,0,0,0,0,1,0,0,0,1,855,0,0,1,1,0,1,0,1,0,1,1,1,1092,0,1,0,0,0,1,0,0,0,1,0,0,859,0,0,1,1,0,1,0,1,1,0,1,1
1779500,997,0,0,1,1,1,1,1,0,0,1,0,1,860,0,0,1,1,0,1,0,1,1,1,0,0,1041,0,1,0,0,0,0,0,1,0,0,0,1,855,0,0,1,1,0,1,0,1,0,1,1,1
1780000,959,0,0,1,1,1,0,1,1,1,1,1,1,872,0,0,1,1,0,1,1,0,1,0,0,0,997,0,0,1,1,1,1,1,0,0,1,0,1,860,0,0,1,1,0,1,0,1,1,1,0,0
1780500,925,0,0,1,1,1,0,0,1,1,1,0,1,893,0,0,1,1,0,1,1,1,1,1,0,1,959,0,0,1,1,1,0,1,1,1,1,1,1,872,0,0,1,1,0,1,1,0,1,0,0,0
