Groups:
r_adc_data_v[11:0] =, r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], ,
r_adc_data_i[11:0] =, r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], ,

Data:
time unit: us, r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
130, 1121, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1397, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1,
131, 1176, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1,
132, 1232, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1,
133, 1289, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1515, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1,
134, 1344, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1540, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0,
135, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1558, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0,
136, 1445, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1567, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1,
137, 1488, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1567, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1,
138, 1524, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1559, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1,
139, 1556, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1544, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0,
140, 1577, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1516, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0,
141, 1590, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1482, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0,
142, 1593, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1441, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1,
143, 1587, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
144, 1574, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
145, 1553, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1291, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1,
146, 1521, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1234, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0,
147, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0,
148, 1440, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1121, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1,
149, 1391, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1068, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0,
150, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1020, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0,
151, 1281, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
152, 1224, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 936, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0,
153, 1169, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 904, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,
154, 1114, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 880, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0,
155, 1063, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 863, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1,
156, 1014, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 854, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0,
157, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 854, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0,
158, 937, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 864, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0,
159, 910, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 880, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0,
160, 890, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 904, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,
161, 877, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 937, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1,
162, 872, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
163, 878, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1021, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1,
164, 891, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1070, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0,
165, 914, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1124, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0,
166, 942, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1180, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0,
167, 978, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1236, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0,
168, 1022, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1292, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0,
169, 1068, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
170, 1119, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0,
171, 1174, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1,
172, 1231, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1485, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1,
173, 1287, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1518, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0,
174, 1343, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1544, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0,
175, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1560, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0,
176, 1445, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1569, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1,
177, 1488, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1569, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1,
178, 1524, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1561, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1,
179, 1556, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1544, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0,
180, 1577, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
181, 1591, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1,
182, 1594, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1,
183, 1588, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0,
184, 1573, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
185, 1551, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1292, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0,
186, 1519, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1236, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0,
187, 1481, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1180, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0,
188, 1438, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1124, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0,
189, 1389, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1071, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1,
190, 1338, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1020, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0,
191, 1280, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
192, 1224, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 934, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0,
193, 1170, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 902, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0,
194, 1114, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 877, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1,
195, 1063, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 861, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1,
196, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 853, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1,
197, 976, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 853, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1,
198, 940, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 861, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1,
199, 912, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 878, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0,
200, 890, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 902, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0,
201, 877, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 935, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1,
202, 873, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
203, 878, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1021, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1,
204, 890, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1072, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0,
205, 912, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1125, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1,
206, 940, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1182, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0,
207, 977, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1238, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0,
208, 1020, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1294, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0,
209, 1067, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1347, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1,
210, 1119, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1398, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0,
211, 1173, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1444, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0,
212, 1229, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1485, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1,
213, 1287, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
214, 1343, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1542, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0,
215, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1560, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0,
216, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1569, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1,
217, 1487, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1568, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0,
218, 1525, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1559, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1,
219, 1556, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1542, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0,
220, 1576, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1516, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0,
221, 1590, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1482, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0,
222, 1595, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1,
223, 1588, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
224, 1573, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
225, 1552, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1292, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0,
226, 1522, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1234, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0,
227, 1482, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0,
228, 1439, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1122, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0,
229, 1391, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1067, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1,
230, 1339, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0,
231, 1282, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 976, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0,
232, 1224, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 937, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1,
233, 1168, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 905, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1,
234, 1114, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 880, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0,
235, 1063, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 864, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0,
236, 1016, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 854, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0,
237, 974, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 853, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1,
238, 938, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 862, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0,
239, 910, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 880, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0,
240, 889, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 903, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1,
241, 876, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 937, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1,
242, 873, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
243, 879, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1,
244, 892, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1069, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1,
245, 914, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1123, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1,
246, 943, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0,
247, 978, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1235, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1,
248, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1292, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0,
249, 1066, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1347, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1,
250, 1118, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1397, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1,
251, 1174, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1442, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0,
252, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1,
253, 1288, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
254, 1344, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1543, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1,
255, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1561, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1,
256, 1445, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1570, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0,
257, 1487, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1569, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1,
258, 1525, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1561, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1,
259, 1555, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1543, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1,
260, 1578, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1515, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1,
261, 1591, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1482, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0,
262, 1595, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1442, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0,
263, 1588, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0,
264, 1574, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
265, 1552, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1291, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1,
266, 1521, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1236, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0,
267, 1484, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1180, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0,
268, 1440, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1125, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1,
269, 1391, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1072, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0,
270, 1337, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1021, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1,
271, 1281, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
272, 1225, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 936, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0,
273, 1169, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 904, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,
274, 1115, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 877, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1,
275, 1064, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 860, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0,
276, 1017, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 852, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0,
277, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 853, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1,
278, 940, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 862, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0,
279, 913, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 879, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1,
280, 890, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 903, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1,
281, 875, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 935, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1,
282, 871, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 974, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0,
283, 877, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1,
284, 891, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1071, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1,
285, 913, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1124, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0,
286, 942, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1180, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0,
287, 977, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1236, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0,
288, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1293, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1,
289, 1067, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1346, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0,
290, 1119, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1397, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1,
