Groups:
r_adc_data_v[11:0] =, r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], ,
r_adc_data_i[11:0] =, r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], ,
result[31:0] =, result[31], result[30], result[29], result[28], result[27], result[26], result[25], result[24], result[23], result[22], result[21], result[20], result[19], result[18], result[17], result[16], result[15], result[14], result[13], result[12], result[11], result[10], result[9], result[8], result[7], result[6], result[5], result[4], result[3], result[2], result[1], result[0], ,

Data:
time unit: us, r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], result[31:0], result[31], result[30], result[29], result[28], result[27], result[26], result[25], result[24], result[23], result[22], result[21], result[20], result[19], result[18], result[17], result[16], result[15], result[14], result[13], result[12], result[11], result[10], result[9], result[8], result[7], result[6], result[5], result[4], result[3], result[2], result[1], result[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
53, 1166, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 893, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
54, 1212, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 903, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
55, 1264, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 927, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
56, 1311, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 957, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
57, 1363, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1001, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
58, 1404, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1047, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
59, 1440, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1097, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
60, 1473, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1153, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
61, 1496, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1209, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
62, 1515, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1271, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
63, 1524, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1329, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
64, 1526, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1385, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
65, 1519, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1439, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
66, 1502, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
67, 1475, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
68, 1451, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1555, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
69, 1411, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1571, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
70, 1368, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1579, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
71, 1325, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1583, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
72, 1276, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1571, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
73, 1225, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1553, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
74, 1177, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1523, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
75, 1130, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1485, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
76, 1083, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1437, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
77, 1050, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1393, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
78, 1017, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1339, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
79, 990, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1279, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
80, 974, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1223, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
81, 958, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1157, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
82, 953, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1099, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
83, 962, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1049, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
84, 977, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1003, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
85, 999, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 963, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
86, 1030, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 931, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
87, 1064, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 909, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
88, 1103, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 893, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
89, 1146, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 889, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
90, 1195, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 899, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
91, 1246, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 919, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
92, 1293, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 945, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
93, 1344, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 985, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
94, 1386, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1027, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
95, 1423, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1073, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
96, 1462, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1133, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
97, 1488, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
98, 1508, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1249, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
99, 1522, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
100, 1528, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1365, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
101, 1519, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1415, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
102, 1507, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1465, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
103, 1486, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1505, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
104, 1458, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1537, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
105, 1426, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1565, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
106, 1385, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1577, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
107, 1341, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1581, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
108, 1292, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1573, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
109, 1241, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1559, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
110, 1193, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1533, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
111, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1497, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
112, 1097, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1453, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
113, 1058, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1407, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
114, 1021, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1351, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
115, 994, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1297, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
116, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1241, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
117, 959, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1179, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
118, 951, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1119, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
119, 955, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1067, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
120, 964, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1011, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
121, 985, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 973, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
122, 1014, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 939, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
